date,time,open,high,low,close,amount,volume,reserve
2022/07/14,10:50:00,3286.2900390625,3286.2900390625,3284.5,3284.7099609375,1350360576.0,13503596,56820912
2022/07/14,10:51:00,3284.89990234375,3284.89990234375,3283.77001953125,3283.77001953125,1305746688.0,13057458,57672874
2022/07/14,10:52:00,3283.75,3283.889892578125,3280.699951171875,3280.72998046875,1764208896.0,17642078,59442304
2022/07/14,10:53:00,3280.510009765625,3283.260009765625,3280.510009765625,3282.81005859375,1515209856.0,15152089,58786962
2022/07/14,10:54:00,3282.949951171875,3283.0400390625,3282.06005859375,3282.989990234375,1129310592.0,11293098,58590353
2022/07/14,10:55:00,3282.919921875,3282.919921875,3281.840087890625,3282.199951171875,1121555456.0,11215546,58983570
2022/07/14,10:56:00,3281.800048828125,3284.590087890625,3281.679931640625,3284.590087890625,1406856064.0,14068549,57607333
2022/07/14,10:57:00,3284.22998046875,3285.320068359375,3284.22998046875,3285.199951171875,1242193280.0,12421922,56624307
2022/07/14,10:58:00,3285.340087890625,3285.760009765625,3284.830078125,3285.320068359375,1131678592.0,11316776,56362159
2022/07/14,10:59:00,3285.6201171875,3286.4599609375,3285.5400390625,3286.030029296875,1103976192.0,11039751,56296628
2022/07/14,11:00:00,3286.85009765625,3287.610107421875,3286.510009765625,3287.330078125,1430239872.0,14302387,54789326
2022/07/14,11:01:00,3287.6298828125,3288.580078125,3287.31005859375,3288.239990234375,1425226368.0,14252254,54199504
2022/07/14,11:02:00,3288.110107421875,3290.219970703125,3287.969970703125,3289.510009765625,1530127104.0,15301257,53413091
2022/07/14,11:03:00,3289.169921875,3289.169921875,3287.5400390625,3288.10009765625,1397743360.0,13977426,54592731
2022/07/14,11:04:00,3288.610107421875,3291.340087890625,3288.320068359375,3291.340087890625,1506612096.0,15066112,53019887
2022/07/14,11:05:00,3291.199951171875,3292.050048828125,3291.199951171875,3291.919921875,1363382144.0,13633810,52298996
2022/07/14,11:06:00,3292.030029296875,3292.510009765625,3291.030029296875,3291.68994140625,1345131904.0,13451308,52561132
2022/07/14,11:07:00,3291.330078125,3292.2099609375,3290.719970703125,3291.949951171875,1238744832.0,12387439,53150952
2022/07/14,11:08:00,3291.81005859375,3292.4599609375,3291.6298828125,3291.780029296875,1142083456.0,11420825,53150950
2022/07/14,11:09:00,3291.780029296875,3293.090087890625,3291.780029296875,3292.780029296875,1183134976.0,11831343,52364530
2022/07/14,11:10:00,3292.6201171875,3293.18994140625,3291.949951171875,3291.949951171875,1192102912.0,11921021,52167919
2022/07/14,11:11:00,3291.8798828125,3293.31005859375,3291.8798828125,3293.31005859375,1195867776.0,11958669,52299001
2022/07/14,11:12:00,3293.469970703125,3293.469970703125,3292.760009765625,3293.030029296875,1226713216.0,12267122,51578105
2022/07/14,11:13:00,3293.02001953125,3293.330078125,3291.929931640625,3292.030029296875,1127741568.0,11277410,52036843
2022/07/14,11:14:00,3292.25,3292.25,3291.43994140625,3291.43994140625,1110697728.0,11106968,52561132
2022/07/14,11:15:00,3292.360107421875,3293.090087890625,3291.679931640625,3292.860107421875,1206131584.0,12061305,51250432
2022/07/14,11:16:00,3292.969970703125,3293.5400390625,3292.659912109375,3293.25,1217945600.0,12179448,51447042
2022/07/14,11:17:00,3293.699951171875,3293.780029296875,3293.1298828125,3293.39990234375,1175355008.0,11753540,50922757
2022/07/14,11:18:00,3293.199951171875,3293.429931640625,3292.679931640625,3292.68994140625,1036288832.0,10362879,51053821
2022/07/14,11:19:00,3292.949951171875,3293.3701171875,3292.31005859375,3292.77001953125,1115451264.0,11154502,51709176
2022/07/14,11:20:00,3292.93994140625,3292.93994140625,3288.669921875,3289.179931640625,1615187328.0,16151864,54592714
2022/07/14,11:21:00,3288.949951171875,3292.1201171875,3288.949951171875,3292.1201171875,1459388160.0,14593869,52233460
2022/07/14,11:22:00,3291.7900390625,3293.010009765625,3291.7900390625,3292.580078125,995192256.0,9951913,51447049
2022/07/14,11:23:00,3293.0,3293.39990234375,3292.300048828125,3292.639892578125,1031794240.0,10317934,50988299
2022/07/14,11:24:00,3292.889892578125,3293.2099609375,3292.4599609375,3292.659912109375,892428416.0,8924276,51905792
2022/07/14,11:25:00,3292.75,3293.489990234375,3292.719970703125,3293.179931640625,876947776.0,8769467,50660616
2022/07/14,11:26:00,3293.469970703125,3293.8701171875,3292.969970703125,3293.419921875,899072128.0,8990711,50398479
2022/07/14,11:27:00,3293.659912109375,3293.929931640625,3293.06005859375,3293.830078125,956714432.0,9567138,50791694
2022/07/14,11:28:00,3294.080078125,3294.68994140625,3293.919921875,3294.43994140625,921357568.0,9213567,49612051
2022/07/14,11:29:00,3294.35009765625,3295.080078125,3293.989990234375,3294.72998046875,1034528832.0,10345279,49480983
2022/07/14,11:30:00,3294.280029296875,3294.6298828125,3293.60009765625,3294.5,1064247552.0,10642465,49022233
2022/07/14,13:01:00,3294.929931640625,3298.1298828125,3294.929931640625,3298.1298828125,3391785728.0,33917848,47056182
2022/07/14,13:02:00,3298.89990234375,3299.25,3297.7900390625,3298.43994140625,1837176576.0,18371754,47514937
2022/07/14,13:03:00,3298.0400390625,3298.409912109375,3297.360107421875,3297.590087890625,1524002176.0,15240013,48301356
2022/07/14,13:04:00,3297.31005859375,3297.889892578125,3295.9599609375,3296.3701171875,1560732544.0,15607315,49218850
2022/07/14,13:05:00,3296.989990234375,3297.31005859375,3295.590087890625,3295.8798828125,1383446016.0,13834451,49415453
2022/07/14,13:06:00,3295.570068359375,3297.239990234375,3294.68994140625,3297.239990234375,1491232384.0,14912313,49546520
2022/07/14,13:07:00,3296.93994140625,3297.449951171875,3296.18994140625,3296.3701171875,1428065536.0,14280646,49808661
2022/07/14,13:08:00,3296.159912109375,3296.5400390625,3295.550048828125,3296.2099609375,1348064640.0,13480638,49808651
2022/07/14,13:09:00,3296.47998046875,3296.68994140625,3292.830078125,3293.489990234375,1726069120.0,17260683,52233464
2022/07/14,13:10:00,3293.280029296875,3294.570068359375,3293.139892578125,3294.52001953125,1378498304.0,13784975,52561144
2022/07/14,13:11:00,3294.68994140625,3295.25,3293.419921875,3294.639892578125,1381923200.0,13819220,51709176
2022/07/14,13:12:00,3294.8798828125,3295.14990234375,3293.300048828125,3293.300048828125,1243267200.0,12432663,52036860
2022/07/14,13:13:00,3293.199951171875,3294.1298828125,3292.760009765625,3293.800048828125,1300104064.0,13001032,52102395
2022/07/14,13:14:00,3293.820068359375,3294.340087890625,3293.25,3293.760009765625,1168364416.0,11683634,51840248
2022/07/14,13:15:00,3294.2900390625,3294.6298828125,3293.590087890625,3294.10009765625,1216658560.0,12166576,52495604
2022/07/14,13:16:00,3293.590087890625,3294.9599609375,3293.590087890625,3294.81005859375,1213344896.0,12133439,51971319
2022/07/14,13:17:00,3295.050048828125,3295.85009765625,3295.010009765625,3295.7099609375,1364706432.0,13647055,51119362
2022/07/14,13:18:00,3295.64990234375,3296.300048828125,3294.419921875,3294.5,1571858432.0,15718576,51840250
2022/07/14,13:19:00,3294.340087890625,3294.39990234375,3293.2900390625,3293.830078125,1296901248.0,12969000,51905787
2022/07/14,13:20:00,3294.199951171875,3294.610107421875,3293.719970703125,3294.25,1228362880.0,12283620,51905780
2022/07/14,13:21:00,3294.2099609375,3294.320068359375,3293.330078125,3293.7099609375,1260110976.0,12601098,52364534
2022/07/14,13:22:00,3293.739990234375,3293.8701171875,3291.030029296875,3291.22998046875,1498473984.0,14984731,53675219
2022/07/14,13:23:00,3291.31005859375,3291.31005859375,3289.77001953125,3289.77001953125,1520734592.0,15207336,54592712
2022/07/14,13:24:00,3290.090087890625,3290.090087890625,3288.169921875,3288.7099609375,1677027840.0,16770272,55444670
2022/07/14,13:25:00,3288.780029296875,3289.360107421875,3288.330078125,3289.050048828125,1380852608.0,13808517,55706817
2022/07/14,13:26:00,3289.3798828125,3290.5400390625,3288.860107421875,3290.5400390625,1370487424.0,13704864,54854860
2022/07/14,13:27:00,3290.5400390625,3290.5400390625,3288.56005859375,3289.3701171875,1373525376.0,13735245,55575737
2022/07/14,13:28:00,3289.169921875,3289.169921875,3288.469970703125,3288.800048828125,1192496512.0,11924956,55706803
2022/07/14,13:29:00,3288.659912109375,3289.89990234375,3288.60009765625,3289.760009765625,1112531328.0,11125303,56362169
2022/07/14,13:30:00,3289.889892578125,3290.469970703125,3289.580078125,3290.31005859375,1091739648.0,10917386,55641272
2022/07/14,13:31:00,3289.93994140625,3289.93994140625,3287.699951171875,3287.97998046875,1642123264.0,16421223,58000543
2022/07/14,13:32:00,3288.199951171875,3288.199951171875,3286.8701171875,3286.989990234375,1346771840.0,13467707,58328212
2022/07/14,13:33:00,3286.43994140625,3286.889892578125,3285.97998046875,3286.679931640625,1410313728.0,14103125,59049113
2022/07/14,13:34:00,3286.949951171875,3287.52001953125,3286.320068359375,3287.43994140625,1321922944.0,13219219,58262688
2022/07/14,13:35:00,3287.35009765625,3288.139892578125,3286.31005859375,3286.85009765625,1250906752.0,12509059,58524826
2022/07/14,13:36:00,3287.139892578125,3287.139892578125,3286.429931640625,3286.64990234375,1201793408.0,12017922,58590359
2022/07/14,13:37:00,3286.47998046875,3286.47998046875,3284.949951171875,3285.31005859375,1375621120.0,13756201,60032135
2022/07/14,13:38:00,3285.139892578125,3286.429931640625,3285.139892578125,3285.969970703125,1120623488.0,11206227,59245709
2022/07/14,13:39:00,3285.889892578125,3287.22998046875,3285.60009765625,3287.139892578125,1159033856.0,11590329,58590361
2022/07/14,13:40:00,3287.27001953125,3287.780029296875,3286.340087890625,3287.780029296875,1097258368.0,10972574,58262687
2022/07/14,13:41:00,3287.7900390625,3287.7900390625,3285.5400390625,3285.5400390625,1139678080.0,11396771,58262676
2022/07/14,13:42:00,3285.639892578125,3286.0400390625,3285.010009765625,3285.429931640625,1145641856.0,11456409,58852493
2022/07/14,13:43:00,3284.889892578125,3285.610107421875,3284.7900390625,3284.7900390625,1101054976.0,11010538,59114639
2022/07/14,13:44:00,3284.429931640625,3284.639892578125,3283.389892578125,3283.39990234375,1345712896.0,13457121,59704434
2022/07/14,13:45:00,3283.3798828125,3283.3798828125,3280.169921875,3280.47998046875,2271149056.0,22711479,62784599
2022/07/14,13:46:00,3279.8798828125,3279.8798828125,3277.919921875,3277.919921875,1921819392.0,19218185,65471541
2022/07/14,13:47:00,3278.510009765625,3279.10009765625,3277.580078125,3278.800048828125,1774613760.0,17746126,64554041
2022/07/14,13:48:00,3278.780029296875,3279.6298828125,3278.080078125,3279.0,1388084992.0,13880840,63898698
2022/07/14,13:49:00,3278.699951171875,3278.860107421875,3277.22998046875,3277.639892578125,1338830080.0,13388292,65012791
2022/07/14,13:50:00,3277.2099609375,3277.550048828125,3276.580078125,3277.10009765625,1421149568.0,14211484,65012794
2022/07/14,13:51:00,3276.909912109375,3278.989990234375,3276.909912109375,3278.860107421875,1368225920.0,13682251,65012800
2022/07/14,13:52:00,3279.139892578125,3279.760009765625,3278.77001953125,3279.699951171875,1073007424.0,10730064,64029773
2022/07/14,13:53:00,3279.9599609375,3280.389892578125,3279.510009765625,3280.389892578125,995722880.0,9957218,63767638
2022/07/14,13:54:00,3279.909912109375,3280.830078125,3279.909912109375,3280.4599609375,983711488.0,9837107,63702104
2022/07/14,13:55:00,3280.429931640625,3280.719970703125,3279.669921875,3279.669921875,924771520.0,9247703,63767641
2022/07/14,13:56:00,3279.6201171875,3280.070068359375,3278.360107421875,3278.820068359375,1088273792.0,10882727,64488525
2022/07/14,13:57:00,3278.5400390625,3279.719970703125,3278.169921875,3279.719970703125,977029824.0,9770289,63112273
2022/07/14,13:58:00,3279.280029296875,3281.47998046875,3279.06005859375,3281.47998046875,1111442048.0,11114410,61867101
2022/07/14,13:59:00,3281.570068359375,3282.489990234375,3281.25,3282.18994140625,1175275648.0,11752748,60949616
2022/07/14,14:00:00,3282.280029296875,3282.89990234375,3281.909912109375,3282.8798828125,984894848.0,9848941,60884087
2022/07/14,14:01:00,3282.18994140625,3282.18994140625,3280.27001953125,3281.0,1129896192.0,11298954,62325865
2022/07/14,14:02:00,3280.4599609375,3280.6201171875,3278.550048828125,3279.510009765625,1246895872.0,12468950,63505488
2022/07/14,14:03:00,3279.199951171875,3279.669921875,3278.10009765625,3278.760009765625,1079854208.0,10798531,64291909
2022/07/14,14:04:00,3278.31005859375,3278.9599609375,3277.919921875,3278.9599609375,1007681152.0,10076800,64422985
2022/07/14,14:05:00,3278.840087890625,3278.840087890625,3278.10009765625,3278.199951171875,975969088.0,9759682,64947260
2022/07/14,14:06:00,3278.02001953125,3278.02001953125,3277.02001953125,3277.030029296875,1205367808.0,12053666,65340469
2022/07/14,14:07:00,3276.669921875,3277.449951171875,3276.2900390625,3276.780029296875,1176949760.0,11769489,65733679
2022/07/14,14:08:00,3276.6298828125,3277.080078125,3276.320068359375,3276.77001953125,1096691840.0,10966910,65799215
2022/07/14,14:09:00,3276.6201171875,3277.5,3276.580078125,3277.5,1071601984.0,10716007,65602604
2022/07/14,14:10:00,3277.7900390625,3278.3798828125,3277.219970703125,3278.300048828125,1154226048.0,11542250,65274942
2022/07/14,14:11:00,3278.3701171875,3279.590087890625,3278.3701171875,3279.590087890625,1147218304.0,11472172,64488523
2022/07/14,14:12:00,3279.110107421875,3279.909912109375,3279.02001953125,3279.909912109375,944638208.0,9446378,63571017
2022/07/14,14:13:00,3279.7099609375,3281.14990234375,3279.68994140625,3280.860107421875,1118619904.0,11186190,63046734
2022/07/14,14:14:00,3280.9599609375,3281.43994140625,3280.800048828125,3281.159912109375,989109760.0,9891087,62981208
2022/07/14,14:15:00,3281.27001953125,3281.60009765625,3280.56005859375,3281.02001953125,971993728.0,9719929,62784609
2022/07/14,14:16:00,3281.0,3281.300048828125,3280.3798828125,3281.300048828125,1006308288.0,10063075,62588001
2022/07/14,14:17:00,3281.429931640625,3281.5,3280.530029296875,3281.0,1029299840.0,10292989,62129254
2022/07/14,14:18:00,3280.8798828125,3281.739990234375,3280.449951171875,3281.739990234375,978998592.0,9789975,62063718
2022/07/14,14:19:00,3281.169921875,3281.169921875,3279.219970703125,3279.219970703125,1261071232.0,12610702,63112274
2022/07/14,14:20:00,3279.050048828125,3279.8701171875,3278.64990234375,3279.800048828125,1012667840.0,10126670,63505499
2022/07/14,14:21:00,3280.080078125,3280.300048828125,3279.320068359375,3279.77001953125,977110208.0,9771094,62850144
2022/07/14,14:22:00,3279.909912109375,3280.330078125,3279.219970703125,3279.85009765625,995485440.0,9954841,62915680
2022/07/14,14:23:00,3279.820068359375,3279.820068359375,3279.27001953125,3279.739990234375,1040821440.0,10408206,63046749
2022/07/14,14:24:00,3279.320068359375,3279.550048828125,3278.610107421875,3278.610107421875,1134976768.0,11349758,63374428
2022/07/14,14:25:00,3278.780029296875,3278.840087890625,3276.5,3276.5,1653762432.0,16537614,64160834
2022/07/14,14:26:00,3276.2099609375,3277.14990234375,3275.949951171875,3276.679931640625,1368775936.0,13687750,64357442
2022/07/14,14:27:00,3276.489990234375,3277.580078125,3276.429931640625,3276.800048828125,1163157888.0,11631568,64947267
2022/07/14,14:28:00,3277.070068359375,3277.56005859375,3276.340087890625,3276.77001953125,1282340608.0,12823396,64816196
2022/07/14,14:29:00,3276.739990234375,3277.389892578125,3276.27001953125,3276.6298828125,1264663040.0,12646620,64685120
2022/07/14,14:30:00,3276.0400390625,3276.43994140625,3275.080078125,3275.179931640625,1553697408.0,15536962,64947261
2022/07/14,14:31:00,3275.56005859375,3275.56005859375,3272.31005859375,3272.31005859375,2362826496.0,23628253,68027412
2022/07/14,14:32:00,3272.5400390625,3275.5,3272.159912109375,3275.5,2032314752.0,20323136,65864742
2022/07/14,14:33:00,3275.419921875,3275.840087890625,3274.9599609375,3274.9599609375,1291062784.0,12910617,66454557
2022/07/14,14:34:00,3274.52001953125,3274.77001953125,3273.699951171875,3274.39990234375,1330826496.0,13308255,66847768
2022/07/14,14:35:00,3273.949951171875,3274.090087890625,3273.2900390625,3273.340087890625,1341686272.0,13416853,67699733
2022/07/14,14:36:00,3273.590087890625,3275.110107421875,3273.590087890625,3275.110107421875,1484974976.0,14849740,67372061
2022/07/14,14:37:00,3275.219970703125,3276.39990234375,3275.18994140625,3276.39990234375,1404428032.0,14044272,66782243
2022/07/14,14:38:00,3276.72998046875,3277.300048828125,3276.010009765625,3277.1201171875,1324743552.0,13247426,65733684
2022/07/14,14:39:00,3277.219970703125,3278.06005859375,3277.219970703125,3277.639892578125,1333953024.0,13339519,65340478
2022/07/14,14:40:00,3277.8701171875,3278.570068359375,3277.8701171875,3278.3798828125,1279418240.0,12794170,64750655
2022/07/14,14:41:00,3278.679931640625,3278.679931640625,3277.949951171875,3278.47998046875,1448082304.0,14480810,64554055
2022/07/14,14:42:00,3278.590087890625,3279.25,3278.550048828125,3279.1201171875,1414951680.0,14149504,63898707
2022/07/14,14:43:00,3279.260009765625,3279.929931640625,3279.1201171875,3279.610107421875,1460954880.0,14609538,63571034
2022/07/14,14:44:00,3279.510009765625,3280.22998046875,3279.239990234375,3279.6298828125,1573060864.0,15730601,64226389
2022/07/14,14:45:00,3280.0,3280.780029296875,3279.56005859375,3280.679931640625,1502016000.0,15020152,63898709
2022/07/14,14:46:00,3280.47998046875,3281.070068359375,3280.06005859375,3280.780029296875,1661145600.0,16611446,62981208
2022/07/14,14:47:00,3280.9599609375,3281.429931640625,3280.719970703125,3281.27001953125,1566657792.0,15666566,63112287
2022/07/14,14:48:00,3281.110107421875,3281.949951171875,3280.989990234375,3281.719970703125,1612701824.0,16127005,62719076
2022/07/14,14:49:00,3281.679931640625,3282.52001953125,3281.6298828125,3282.2900390625,1669998848.0,16699978,61998190
2022/07/14,14:50:00,3282.3701171875,3282.679931640625,3282.159912109375,3282.60009765625,1741722368.0,17417211,61998189
2022/07/14,14:51:00,3282.85009765625,3282.85009765625,3281.300048828125,3281.72998046875,2242298624.0,22422975,62653541
2022/07/14,14:52:00,3281.0400390625,3281.6298828125,3280.75,3281.219970703125,1965657216.0,19656563,62063719
2022/07/14,14:53:00,3281.2900390625,3281.3701171875,3280.340087890625,3280.8798828125,1949230720.0,19492295,62194797
2022/07/14,14:54:00,3280.7900390625,3281.669921875,3280.409912109375,3281.280029296875,1997809536.0,19978084,61801583
2022/07/14,14:55:00,3281.360107421875,3281.56005859375,3281.0400390625,3281.56005859375,2201157120.0,22011563,61604980
2022/07/14,14:56:00,3281.72998046875,3281.72998046875,3280.590087890625,3281.280029296875,2479398144.0,24793969,61867127
